parent_tweet,reply_tweet
#Ferguson police: Officer involved in fatal shooting of Michael Brown didn't know he was suspect in alleged robbery. http://t.co/L6bieyrz2a,"Oh. So NOW the #Ferguson police chief says the cop didn't know about the robbery when he stopped #MikeBrown. The kid was ""jaywalking""? BS!"
#Ferguson police: Officer involved in fatal shooting of Michael Brown didn't know he was suspect in alleged robbery. http://t.co/L6bieyrz2a,@WSJ This point is irrelevant.  What is important is what happened after the officer contacted the suspect.
#MikeBrown wanted to walk down the street. And he is dead. And the #Ferguson PD is using his silence in death to make him a criminal.,@scATX You are supposed to not be biased when you're a journalist. Glad you can come up with that decision without knowing all the facts
"#Ottawa police confirm to #CBCNews they are still seeking 1 or more suspects after shootings on Parliament Hill, War Memorial, nearby mall.",@Cdn_Bowhunter if you remember #americans Said the same about @BarackObama but he turned out to be a good leader despite all his critics
"#RamzanKadyrov- A Sunni Muslim Russian/Chechen Ultranationalist w/ ties to the ""United Russia"" party(Putinism) &amp; #Russia's FSB(current KGB).","Prince not playing Massey Hall tonight, promoter says http://t.co/clVHvM07kx http://t.co/IADirsFOOC"
"#SYDNEYSIEGE: Hostage-takers ‘have suicide belts, demand radio convo with #Abbott’ – report http://t.co/1ZlzKDjvSf http://t.co/7Jej7i4SlO","@leeanneart @mashable ""Grease my palm with silver lovie."" The disgraceful pricks. Run 'em outta town folks."
"#SYDNEYSIEGE: Hostage-takers ‘have suicide belts, demand radio convo with #Abbott’ – report http://t.co/1ZlzKDjvSf http://t.co/7Jej7i4SlO",@RT_com Which report? Do not spread rumours
"#SYDNEYSIEGE: Hostage-takers ‘have suicide belts, demand radio convo with #Abbott’ – report http://t.co/1ZlzKDjvSf http://t.co/7Jej7i4SlO","@RT_com ok, time to calm down and report responsibly on #sydneysiege - don't fill in the unknowns with fear-mongering!"
"#SYDNEYSIEGE: Hostage-takers ‘have suicide belts, demand radio convo with #Abbott’ – report http://t.co/1ZlzKDjvSf http://t.co/7Jej7i4SlO","Nice linkbait. @RT_com but does a ""report"" of a suicide belt really rate a headline like your tweet? #sydneysiege http://t.co/CabefLe9L9"
"#SYDNEYSIEGE: Hostage-takers ‘have suicide belts, demand radio convo with #Abbott’ – report http://t.co/1ZlzKDjvSf http://t.co/7Jej7i4SlO",@psc96180_pablo CIA shills coming at me...lots of nasty names LOL like a give away! come on you gotta help
"#SydneySiege: Latest video of hostages escaping.
https://t.co/eFfgSbt2hO",@duhasswipe @FoxNews any update on PA shooting?
#UPDATE Three men including two brothers identified in France newspaper attack: source http://t.co/5NoNuqJSu1 #JeSuisCharlie #CharlieHebdo,“@AFP: #UPDATE Three men including two brothers identified in France newspaper attack: source http://t.co/sXtqLIsrW4 #CharlieHebdo”
#UPDATE Three men including two brothers identified in France newspaper attack: source http://t.co/5NoNuqJSu1 #JeSuisCharlie #CharlieHebdo,#UPDATE Three men including two brothers identified in France newspaper attack: source http://t.co/5NoNuqJSu1 #JeSuisCharlie #CharlieHebdo
".@AkaDimiX @140elect B/c that's the obvious lie. Everything else theoretically could've happened. But 6'4, 290 pound man is no ""kid"".",@AkaDimiX legally speaking it doesn't matter. the question of reasonable fear is at issue + the krauts were definitely afraid of my grandpa.
.@EnglishEmma @universe93 Every #taxi can take a M40 $30 discount voucher. But then #guber isn't public transport.,"@fri6ken @beck_sullivan Uber is covering the cost of all rides, Uber is still paying drivers higher fares to encourage them to pickup rides"
".@KeepItRealist This ""fucking moron"" has an IQ of 140 &amp; admission to med school, but you are DEFINITELY a fucking racist. #Ferguson","@kristinpuhl If you don't think there is clear motive in fighting or fleeing from police after robbery, you are a fucking moron. #Ferguson"
@7NewsSydney @jewelsparkle3 @Y7News Surprised that Kochie's not there giving his expert opinion. Or even offering himself as an intermediary,@7NewsSydney @Y7News  The Flag has arabic writing on it not Islamic writing.
"@aenk963 @BlogsofWar yes, but CSIS can't watch that many 24/7",Yes:) except in Australia there's a discussion to let 'sympathizers' reenter OZ to rehabilitate! WTF! @MarkOkanagan @20committee @kshaidle
@AngryBlackLady One in which you've already decided to let them get away with it. He's on paid vaca.,@AngryBlackLady @Slopster53 When is the #Ferguson police chief being relieved? He allowed the alleged cop who killed #MikeBrown leave town!
@AP Its about chocolate!,"@AP ""may be"" really? (forehead smack)"
"@ArmedResearch 

BBC News - Mr Merizier said that the attacker was of ""Arabic appearance"" and had ""long dark hair and a beard"".","@olfashdeb @xSkylaStarx It's an old joke. If you don't get it, watch more spy movies."
"@ashleyjmorton @CBCAlerts Right, there is no obvious context.  How insightful of you!","@ivoirien_com @CBCAlerts Can you lay off the politics right now? We know *nothing* about who did this, what's going on."
@BBCBreaking  rubbish! Martyrs don't run away they should have faced consequences immediately.,"“@BBCBreaking #CharlieHebdo suspects ""prepared to die as martyrs"", they tell police after making contact. http://t.co/PUM8cYDXS0” Previsível"
@BBCBreaking a bullet is just as evel as a bomb we bomb them they shot us but we make a big deal of both,"@BBCBreaking @raymondillo Yes, I can't believe this is happening..."
"@BBCWorld superb! raping an unsuspecting child with a message it can't make a choice about is always a superb photo op. thanks, #BBC",@bloggi @BBCWhat a Fuck head u are
"@CBCAlerts We are not obligated to sit passively, just waiting for these rapists to tear up our society!  Arrest them NOW!!!","@ivoirien_com @CBCAlerts I know I can't be insightful yet - that's the bloody point, neither can you, and by trying to, you lose ground."
@Cdn_Bowhunter @CBCAlerts @CBCNews @JustinTrudeau #Afghanistan is the only country needed help,@mythos_man @CBCAlerts @CBCNews @JustinTrudeau wow you are dumber that I thought. Haven't you asked why Canada want in danger before?
@Cdn_Bowhunter @CBCAlerts @CBCNews @JustinTrudeau #Afghanistan is the only country needed help,"@DaryusAzad @CBCAlerts @CBCNews @JustinTrudeau Rather then point fingers, why don't you stand united with the rest of Canadians."
@Cdn_Bowhunter @CBCAlerts @CBCNews @JustinTrudeau exactly so why did you or your friend already pointed the fingers at Muslims #ignorantmuch,@mythos_man @CBCAlerts @CBCNews @JustinTrudeau you are such an ignorant wow keep running your mouth cause you are an idiot
@ChristoferU @CBCAlerts @CBCNews You're an idiot.,@ChristoferU @CBCAlerts @CBCNews You're an idiot.
@Chusid2015 @DaliaChai @cnnbrk look you fool we are talking revenge. If u abuse any religion . Revenge will be taken that simple,@hassanbasmer @Chusid2015 @cnnbrk BS. NO other religion teaches that it's great to kill everyone else for whatever stupid reason islamics do
@Chusid2015 @DaliaChai hehe Jews always change subject. If they lose cause of truth. Be serious. How many died under you in israel,@hassanbasmer @DaliaChai heh heh Muslims always full of crap. What alternate universe you live in
@CNNVideo where is the robbery? All I see is a confrontation.,Doesn't matter. Cop still murdered him. We won't be distracted. @CNNVideo @Mofochronicles
@CNNVideo wheres the money if he robbed the place looks like a soda in that persons hand😴😴😴😴,"@CNNVideo @CNN Nothing in that video provides concrete evidence of anything,much less any kind of justification for cops murdering anyone."
@CujoTheG @cnnbrk and I hope you are arrested for saying shit like that,@ViewFromAskew @cnnbrk breaking news is fraught with mistakes.  Calm down.
@DailyMailAU Are you sure they have guns ?? Australia has banned a lot of them ??,"@DailyMailAU 
RT @RealAlexJones: #ISIS and #IslamicState work for #CIA claims former #al-Qaeda commander. 
http://t.co/EWPEYP2cHI"
@DAJSamarasinghe @RT_com CEO said only 10 employees! Must be a lot of customers. It is good chocolate,"@NijatK @VegasRebs No, it hasn't. http://t.co/l738rb0YBI"
@DaliaChai @Mariodinava @cnnbrk sorry not in name of Prophet.  In the name of God. Ezra to Jews is son of God. Just u guys r idol worship,@hassanbasmer @DaliaChai @cnnbrk I dont believe in any of them and certainly not worship them
"@DaryusAzad @CBCAlerts @CBCNews @JustinTrudeau are you middle eastern, by chance?","@mythos_man @CBCAlerts @CBCNews @JustinTrudeau you are an imbecile and because of imbeciles like you, our lives are in danger"
"@DaryusAzad @CBCAlerts @CBCNews @JustinTrudeau lives are at stake because of Isis and extremist snakes and cowards, not Harper",@mythos_man @CBCAlerts @CBCNews @JustinTrudeau I can't believe people focus on stupidity instead of real problems.
"@DaryusAzad @CBCAlerts @CBCNews @JustinTrudeau no, radical Muslim extremists are making us victims.",@mythos_man @CBCAlerts @CBCNews yes why not?? stop criticizing @JustinTrudeau and you need to realize that #harper put our lives at risk
"@DaryusAzad Yes it is, my point is though the liberals started us into this chain of events within foreign policy, CPC just continued it.","@DaryusAzad @JustinTrudeau I never blamed Muslims for this, I don't think you should be pushing vote liberal bullshit at a time like this."
@DaveBeninger @SheilaGunnReid Perhaps wait for Canadian source.,@DaveBeninger @SheilaGunnReid Canadian news contradicts this
@davidleyes @EntCity: I'm crying as well... Don't you worry!,@davidleyes @EntCity: I'm crying as well... Don't you worry!
@daxtonbrown @ShamNaarai @AnewTrackrecord a muslim convert? You start these lies.I hope he rots in his hell and you in a prison one if lying,"@daxtonbrown @Welsh58 @ShamNaarai @AnewTrackrecord 
How would you know the pilot was Muslim?"
@designnotdrum @TheAnonMessage Just read some Aussie news report so NOT spreading rumors. Grow up Nick.,@designnotdrum @TheAnonMessage Just read some Aussie news report so NOT spreading rumors. Grow up Nick.
@DIANAZOGA @AntonioFrench Ironic since all the i witnesses say the officer was white. Now it is the black officer Darren Wilson who shot??,@DIANAZOGA This would be more believable if they'd said it a week ago. No one believes it now. NO ONE. #Ferguson @AntonioFrench
@doctorfullerton @DaveBeninger me either. There are reports he is still alive. But not looking good! #OttawaShooting,@Donnajcherold @DaveBeninger New report indicates he is alive but obviously gravely injured. I'm not sure where New York Times got that.
@Donnajcherold @DaveBeninger New report indicates he is alive but obviously gravely injured. I'm not sure where New York Times got that.,@DaveBeninger @doctorfullerton no report he has died!
@Donnajcherold @doctorfullerton @DaveBeninger hi Donna I think we are talking 2 different incidents now the quebec one is what I referred 2,@doctorfullerton @DaveBeninger me either. There are reports he is still alive. But not looking good! #OttawaShooting
"@DostoevskyShade @140elect 17 is a minor, 18's an adult.  Being big has no relevance.","@AkaDimiX @140elect I was like, WTF, you could just wring a little kids neck, no need for a gun.  Until we find out the guy is frigging 6'2"
@DostoevskyShade @140elect like me mistakenly calling an 18 year old a kid is worse than the other 4 points?,".@AkaDimiX @140elect B/c that's the obvious lie. Everything else theoretically could've happened. But 6'4, 290 pound man is no ""kid""."
"@DostoevskyShade legally speaking , yeah he was.","@AkaDimiX My grandfather enlisted in WWII when he was 17.  That's not a kid, despite the sissification of this nation."
@DriesBrent the photo does not show the soldier. It shows the response. Brave bystanders trying to save him,@DriesBrent the photo does not show the soldier. It shows the response. Brave bystanders trying to save him
@EdWardMDBlog @USATODAY @khjelmgaard all rumors.not confirmed at all,@EdWardMDBlog @USATODAY @khjelmgaard all rumors.not confirmed at all
"@flavius217 Also per last press conf, local PD depts seem super disconnected and out of touch with African American community.",@Tom_sveb @spants @rui_xu @flavius217 What other info do they have ready to release? All they have said is this is why we approached him.
@FootballcomEN MEU DEUS OLHA ISSO @MikellySuarez,"@ohlozzie @FootballcomEN Who mentioned it being funny? 'UNCONFIRMED reports'.... to translate: 'it might not be true, but...'"
"@FRANCE24 reporter James André at French Civil Aviation Authority HQ: ""#Germanwings plane did NOT report distress signal"", no mayday.",.@RichelleVHP @France24_en @FRANCE24 Please take Hashtag #4U9525 for #Germanwings Plane crash. Thank you
@FutbolLife @blayrobert @Carlosisking7,Glad to hear this is just a rumour. Disgusting whoever made this up. Apologies to @MichaelEssien and for any offence caused.
@Gion_Gion @Andrew_Denney @jessradio almost every media outlet for the first 20 minutes until people remembered how google works,"@zulubravo @Andrew_Denney @jessradio Who typed ""ISIS""? Islamic flag was used in the original tweet."
@hassanbasmer @Chusid2015 11million arabs/Muslims killed by arab/Muslims since 1948. U r offended by eachother,@DaliaChai @Chusid2015 don't make up stories. That is the way of Jews.  Always lying. There is it media . You cannot hide and lie. Killers
@hassanbasmer @DaliaChai do you live in an actual tent? And is your name Saladin or something,@Chusid2015 @DaliaChai hehe Jews always change subject. If they lose cause of truth. Be serious. How many died under you in israel
"@hassanbasmer Muslims are being persecuted for their religion? In Pakistan, Nigeria or Paris? @DaliaChai @cnnbrk #CharlieHebdo",@Chusid2015 @DaliaChai @cnnbrk hehe u Jews are good by changing subjects.open another topic. We are talking of anti semitsm and anti islam
@HaX_FR0ST @DIANAZOGA @AntonioFrench I haven't seen anyone say he was black. It is a somewhat common name.,".@EvilLiberal666 GOOD POINT. 
#walkingonsidewalkwhileblack 
cc  @DIANAZOGA"
@HDMcC @kellyoxford @obiterdictayo CBC news is reporting the gunman has been shot. Are you bitching at them also?,@subloke @HDMcC @kellyoxford @obiterdictayo they confirm facts before 'reporting'.
"@HDMcC @kellyoxford exactly, because they are ""journalists"" and ""dems the rules"" Kelly is a ""comedic writer"" no rules. Go police journalists",@kellyoxford @HDMcC maybe you should have a news crew on retainer just in case. Rapid deploy anywhere breaking news happens.
"@HIRED__GUN @140elect all the reactionaries learned this ""strong-arm"" phrase today.",@DostoevskyShade @AkaDimiX @140elect It's fine if you don't care about this one black kid. But don't you care about due process?!
"@hydroflame @YourAnonLive it STARTED as a race issue, then people tried to SWAY it to an issue of militarization, dont get it twisted","@YourAnonLive @OpFerguson Even if he had robbed a convenience store, that's no excuse for murder."
@irishspy @jimgeraghty Reset.,Putin reappears on TV amid claims he is unwell and under threat of coup http://t.co/YZln23EUx1 http://t.co/ZsAnBa5gz3
"@IsabelsBookClub @WilliamsJon The country would be safer, for us that is.",@WilliamsJon makes sense. Did you read the CIA report? Surprised it hS taken this long
"@ivoirien_com @CBCAlerts I know I can't be insightful yet - that's the bloody point, neither can you, and by trying to, you lose ground.","@ashleyjmorton @CBCAlerts Right, there is no obvious context.  How insightful of you!"
@JeromePio Thanks 4 the clarification. Many ideas being floated by the media right now. Wish they wouldn't do this. @intelwire @ShirazMaher,@rachelfromohio @ShirazMaher Officials have apparently confirmed that the deli is linked to #CharlieHebdo &amp; killing of officer.
"@jlpauk @spants @rui_xu @flavius217 confused how an unarmed person, charging, retreating, or standing still, is a threat to a cop 30' away","@spants @Tom_sveb @rui_xu @flavius217 You're making an assumption about something based on other peoples actions, that's my point."
"@jlpauk @spants @rui_xu @flavius217 confused how an unarmed person, charging, retreating, or standing still, is a threat to a cop 30' away","@jlpauk @spants @rui_xu @flavius217 confused how an unarmed person, charging, retreating, or standing still, is a threat to a cop 30' away"
"@jlpauk @spants @rui_xu @flavius217 why don't you check out the racial profiling statistics of the Ferguson PD? some real, hard facts.",@jlpauk @spants @rui_xu @flavius217 then tell me the people of Ferguson haven't EARNED some distrust.
"@jlpauk @spants per chief belmar: ""a shot was fired inside the car, and Brown was eventually shot about 35 feet away from the vehicle.""","@flavius217 @Tom_sveb @spants @rui_xu I do, but do you have a basic understanding of the judicial system? Let's hear both sides then decide."
@JonnyPut @Uber_Sydney how about you fuck off back to your corner of the internet where your opinion matters and I'll do the same.,@JonnyPut @Uber_Sydney how about you fuck off back to your corner of the internet where your opinion matters and I'll do the same.
"@JPantsdotcom @AkaDimiX @140elect I'm sorry ""kid"", I gotz no times for bs.  Peace.","@JPantsdotcom @AkaDimiX @140elect I'm sorry ""kid"", I gotz no times for bs.  Peace."
@JRMarlow @ArrogantHair @SeanOsmar Really? Why would somebody post this without saying that?  Twisted.,@JRMarlow @ArrogantHair @SeanOsmar Really? Why would somebody post this without saying that?  Twisted.
@JSchoenberger7 @TheAnonMessage not an Isis flag. Just an Islamic one. Stop spreading false rumors.,@JSchoenberger7 @TheAnonMessage not an Isis flag. Just an Islamic one. Stop spreading false rumors.
"@Jurutha if u watch the tape, he reached over counter, still not grounds to shoot him from behind",@rolandsmartin their account is getting worse and worse Roland
@kellyoxford might want to actually confirm shit like that before tweeting.,@kellyoxford please wait on this. Also sounds like multiple suspects. People need to stay vigilant.
@kellyoxford Oh Canada….,@kellyoxford @obiterdictayo there has been zero confirmation that gunman is down. Maybe let news outlets on scene handle the reporting.
@kingpin7666 @CNNVideo you missed the part where he reaches in and takes these cigars? Passes them to his friend and takes some him self.POS,@Phillippman @BrwnSkinGirly @CNNVideo no offense taken sir and normally I would agree with you but their is more to this story.
@KoszikMeows @CNNVideo so they killed him for stealing chips and juice gtfoh😒 point is he was unarmed 😒😴😒,@BrwnSkinGirly @CNNVideo You do realize he didnt get shot because of that robbery? He was shot during protests and riots.
@larryelder @KLSouth So I guess you are saying it is no big deal for cops to kill unarmed black kids???   WTF.,@larryelder @FoolishReporter How the fuck you comparing a whole race too a single occupation of course you are gonna get a tiny % dumbass
@larryelder @KLSouth So I guess you are saying it is no big deal for cops to kill unarmed black kids???   WTF.,@larryelder @KLSouth So I guess you are saying it is no big deal for cops to kill unarmed black kids???   WTF.
@larryelder @KLSouth You are right - jury still out - but no question the kid was unarmed.  How about the choking of the guy on NY?  Murder,"@PhilSerrin Me thinks you like to emote in suppositions. Truth is, you don't know what happened, but want to speculate. @larryelder"
"@latikambourke very impressed that you're on the mail list. suggest that you edit out the non-essential info, like names and phone numbers",@latikambourke Same old same old story more lies from the weasel liar PM
@LobittaT @FootballcomEN my family are not african. Denied.,Yeah it's sad when your family gets it. Idiot. “@AyyBant: @LobittaT @FootballcomEN https://t.co/hepUeNtotN he has its so sad”
@Mama4Obama1 @No_Idteaots @JeffersonObama  I'm not buying the bullshit that there's good Muslims. The Islamic religion is fucking  evil.,.@tonyjdell @No_Idteaots @JeffersonObama thank you for making it easy for me to spot you and block you. Bye
@marcwinger @BBCBreaking I was trying to enlighten you on what a Muslim and Islam is cos you seemed so ignorant! Blame d person not religion,@drusudy @BBCBreaking Muslims are a problem all around the world and your statement is false and a lie.
@mashable That person does not look 18. It actually looks a lot like a looter with their face  covered that was photographed by @PDPJ,@mashable this is mike brown stop lying and get your facts straight next time you insult another HUMANS life http://t.co/W7Lmtv1i1U
@Minus777 @flightradar24 @isobelroe The transponder did not say anything. No sqwak 7700.,@Minus777 @flightradar24 @isobelroe The transponder did not say anything. No sqwak 7700.
@Mr_Odin @Uber_Sydney What do you pay your drivers?,"@life19082492084 I never called uber PT. Everyone is having a go at Uber but not PT... We own it,we shouldn't have to pay in desperate times"
@NijatK There is a mental health problem not a gun problem.,"@RT_com There are not 50 hostages, don't know really know if terrorist or not, stop spreading speculation as Fact. #sydneyseige"
"@Ont_Ombudsnanny @dmatthewmillar @devo1400 @spaikin 
i am only saying that all three scenarios are plausible.","@Ont_Ombudsnanny @dmatthewmillar @devo1400 @spaikin 
i am only saying that all three scenarios are plausible."
"@Ont_Ombudsnanny @dmatthewmillar @devo1400 @spaikin a) actual ""terror"", b) nutbars, c) false flag. all 3 r plausible http://t.co/6ZWDCGXXPw","@Russell_Barth @dmatthewmillar @devo1400 @spaikin 2/2 If it did, every guy in the NHL would be institutionalized."
@psc96180_pablo @1drngju CIA FAKE PROFILE ONLY KNOW HOW TO INSULT THE TRUTH! #FALSEFLAG #SYDNEYSIEGE,@psc96180_pablo @1drngju CIA FAKE PROFILE ONLY KNOW HOW TO INSULT THE TRUTH! #FALSEFLAG #SYDNEYSIEGE
@psc96180_pablo well tell everyone you know not to believe it..it's gonna fall apart I bet!,". @RT_com ""another report claims hostage takers have suicide belts"" - no sourcing, no facts, just spreading hysteria. 

You folks SUCK."
"@PzFeed @Siren_Six 
Lol ""Self Styled Sheikh"" ?
I think I'll be Prime Minister then",@PzFeed @MuhBooLuLu shit tell him to get on Cosby's level
"@Red4Mira @Colvinius @MartinRJay not lagging, just answered your original question: no one, no nation or faith system above ridicule","@hanibathish @Colvinius @MartinRJay Oh well, as u may have noticed, some ppl disagree with you!"
@Red4Mira @MartinRJay Because *not* to do it for any religion creates a class of people who can't be criticised.,"@Colvinius @MartinRJay  It's not a matter of criticism, it's insulting and demeaning and offensive"
@RT_com THEY JUST COULD NOT HAVE PICKED A MORE CONVENIENT TIME FOR.....THE USA GOVERNMEMT....JOHN MCCAIN STOP IT WITH YOUR PAID TERRORISTS!,.@RT_com @HarrietBaldwin Were you listening to the same news conference I was????? WHAT IS WITH ALL OF THE DISINFORMATION ON THIS EVENT???
@Russell_Barth @dmatthewmillar @devo1400 @spaikin Ah true. Problem now is we'll probably only get coroner's details 😁 they won't make it.,"@Ont_Ombudsnanny @dmatthewmillar @devo1400 @spaikin 
364 days a year, the cops are 100% unbelievable. today, everyone lines up to suck them"
@Russell_Barth @dmatthewmillar @spaikin you're an idiot its parliament hill. Of course they're prepared for situations like this you idiot!,@Russell_Barth @dmatthewmillar @spaikin you're an idiot its parliament hill. Of course they're prepared for situations like this you idiot!
"@ShamNaarai @AnewTrackrecord Yup. I'm not trying tobe Islamophobic, but would anyone put their kid on a plane with a muslim pilot?",@daxtonbrown GERMAN NEWS: Co-Pilot of Germanwings Airbus Was MUSLIM CONVERT …’Hero of Islamic State’? http://t.co/tvzf1CgmWX
@SharriMarkson @Australian if you can have a photo of this bloke then just snipe him in the head. #GameOver,"@rodneycruise @noplaceforsheep @SharriMarkson I'm not watching it, but it sounds as if it is being treated as sport."
@ShaunyNews @batchelorshow Hopefully he got hold of some American CIA provocateurs and sabatoger's in Moscow red handed for killing Nemtsov.,"@AdaptToReality @batchelorshow Keep in mind ""Unconfirmed"" Rumours...I stated nothing. But I am on the edge of my seat awaiting a call"
@Simbad_Reb @VegasRebs it's worked for us for the last 18yrs hasn't it?,@NijatK @VegasRebs So you don't agree anyone should own a gun but yet when something bad happens you're going to call a cop.. That has a gun
@Simbad_Reb why don't you get off Twitter and protect the next pre-school that will get hit by your infinite number of crazed gunmen,@RT_com nah it's 5000 or maybe 500. Or Whatever sounds more alarming
@SLEEZAVELLI @andybankertv @FOX2now Not by this kid.,@SLEEZAVELLI @andybankertv @FOX2now Not by this kid.
@smh @ZJGarred I'm fascinated by Ray Hadley's role in #sydneysiege. Genuine intermediary or opportunistic blowhard?,The facts @smh: Sydney airspace wasn't closed. 2nd terror suspect wasn't arrested. Myths of #sydneysiege debunked. http://t.co/m9YA5LJg7w
@smh @ZJGarred I'm fascinated by Ray Hadley's role in #sydneysiege. Genuine intermediary or opportunistic blowhard?,@smh @ZJGarred I'm fascinated by Ray Hadley's role in #sydneysiege. Genuine intermediary or opportunistic blowhard?
"@spants @Tom_sveb @rui_xu @flavius217 Ok, so you get accounts from the community he lives in where people already have a distrust in police","@spants @Tom_sveb @rui_xu @flavius217 Ok, so you get accounts from the community he lives in where people already have a distrust in police"
@subloke @kellyoxford @obiterdictayo Not a comment. Stated  gunman had been neutralized.Simply not true. Over 500k followers.Irresponsible.,@subloke @kellyoxford @obiterdictayo Not a comment. Stated  gunman had been neutralized.Simply not true. Over 500k followers.Irresponsible.
@subloke @kellyoxford @obiterdictayo Stated as fact before news outlets even suggested.Still uncertain.Leave news to news pros.Done here.,@subloke @kellyoxford @obiterdictayo Stated as fact before news outlets even suggested.Still uncertain.Leave news to news pros.Done here.
"@tdgecas @Henderburn I agree Tyler, have some respect.That man shot is servicing your country and all you want to do is snap a pic.Pity you!","@Henderburn I have no issue with warning people whatsoever. But to take a photo, please!"
@tdgecas @henderburn I didn't realize you were on the scene and could verify that he could have saved the life of the guy shot four times.,@BigDilbertFan photography is his job? My whole issue was a man needed help. There are ways to help if you don't know cpr
@tdgecas Fuck you idiot,@tdgecas Fuck you idiot
"@tdgecas You don't have any evidence that he didn't do any of these things in addition to taking a picture, but you accuse away.",@BigDilbertFan we won't agree on this and that's okay. If you're in Ottawa stay safe.
@TheAnonMessage ISIS flag supposedly put in window.,"@TheAnonMessage not Isis, another group"
@TheAnonMessage2 http://t.co/nyf2SaMMh8,@TheAnonMessage2 http://t.co/nyf2SaMMh8
"@TheAnonMessage2 omg stfu already. Did you see the clothes the kid was wearing, looked similar. Agree with you but quit fucking fishing.",@TheAnonMessage2 LIES
"@theprawnatron @cnnbrk you,baboon,  US media rejected to reprint those pictures finding them insulting.So go and fuck yourself u stupid boy","@zhuravkov67  Hey buddy, I'm still insulting your faith and there's nothing you can do about it. Now go fuck yourself, loser."
@Tom_sveb @spants @rui_xu @flavius217 Anybody who uses it at every opportunity falsely weakens the message.,"@jlpauk @Tom_sveb @rui_xu @flavius217 Yeah, I would totally expect a kid that's been shot to run away, get shot again, and decide to charge."
@Tom_sveb @spants @rui_xu @flavius217 Did you see him stand 30' away and get shot? No. A few people who have a problem with cops did.,@Tom_sveb @spants @rui_xu @flavius217 Did you see him stand 30' away and get shot? No. A few people who have a problem with cops did.
@TracyMo53321503 @mashable are you really justifying the murder of an unarmed kid? o,@TracyMo53321503 @mashable are you really justifying the murder of an unarmed kid? o
@TracyMo53321503 @zadiaz @mashable you are saying that's mike brown in the picture? It's not. Two events unconnected. What's your point?,@TracyMo53321503 @zadiaz @mashable you are saying that's mike brown in the picture? It's not. Two events unconnected. What's your point?
@tristananthonyJ we should be at this concert,@FreekmaneJames *holds boom box to air and gets emosh with benji* PURPLE RAIN PURPLE RAINBNNN *insert hard electric guitar here*
@usmc1872 @BrwnSkinGirly @CNNVideo no offense 2 u sir but unless he was reaching 4 a gun then there was no reason for this to happen,@usmc1872 @BrwnSkinGirly @CNNVideo no offense 2 u sir but unless he was reaching 4 a gun then there was no reason for this to happen
@WSJ @tabster_1 So he thought he will pick on this black kid because it was a slow day?,@WSJ I believe the robbery actually did happen and is not alleged.
"@WSJ Before attack, French began ceding control of neighborhoods to Islamists...",“@WSJ: Breaking: Gunman at Paris store threatens to kill hostages if #CharlieHebdo suspects are harmed. http://t.co/nIq5BLGTDQ” smh
@WSJ had a description.,"@WSJ i don't believe that is what he said. He said the stop was initially not about that. Previously, they said he knew of robbery and..."
@WSJ I believe the robbery actually did happen and is not alleged.,@WSJ had a description.
